0,2925682
0,2528933
0,3836907
0,3099651
0,2958172
0,3717746
0,2902813
0,2715156
0,366959
0,3740898
0,3104134
0,2768698
0,4073317
0,3237495
0,3083163
0,357687
0,2864992
0,3187733
0,3214489
0,3663951
0,2792971
0,3377033
0,3622016
0,2848611
0,2510434
0,3308145
0,3385571
0,2805664
0,3082663
0,2656648
0,3097425
0,3246056
0,3246019
0,3054104
0,2776266
0,3322121
0,2499826
0,2679301
0,3282589
0,2483042
0,3199123
0,3282143
0,2665015
0,255136
0,2978522
0,3487779
0,2915168
0,2950887
0,361038
0,2874561
0,2628866
0,4100217
0,29764
0,3169567
0,3503365
0,3180486
0,3095985
0,3198793
0,3029051
0,2957241
0,2803848
0,3256769
0,31108
0,3437731
0,3321308
0,2898722
0,2835947
0,3088478
0,3003503
0,2743696
0,287057
0,3638133
0,2997164
0,2932057
0,3724167
0,299444
0,2632481
0,3767073
0,2804665
0,2501181
0,318183
0,2976366
0,2956179
0,2856192
0,3423905
0,3183131
0,2559364
0,3591291
0,2914199
0,2950285
0,294351
0,2577594
0,3025192
0,3579412
0,3087544
0,3802665
0,2688999
0,3574933
0,3491906
0,2990928
0,4183266
0,2410424
0,2586572
0,3490737
0,3136275
0,325097
0,3840513
0,3349772
0,272047
0,2432799
0,3627748
0,3013822
0,258181
0,2705056
0,2878702
0,3163624
0,3456419
0,2948582
0,2680495
0,2694101
0,3136232
0,2416775
0,2422727
0,2971634
0,2486392
0,2983992
0,3599074
0,2922551
0,2690991
0,2845181
0,2676274
0,299297
0,293824
0,2762444
0,318957
0,2518865
0,4188068
0,2776777
0,2649059
0,3867139
0,3268093
0,3663601
0,3161507
0,299124
0,2656604
0,2330089
0,2889215
0,2450152
0,2306943
0,4035437
0,2952423
0,2472376
0,2836214
0,2711075
0,2015737
0,2655444
0,3159967
0,2666701
0,2568624
0,3553711
0,2786255
0,2782862
0,2661991
0,3303893
0,2416419
0,2292559
0,2844774
0,2451931
0,2799585
0,3043191
0,3175789
0,2753205
0,2097324
0,3444239
0,2789448
0,2919241
0,2646298
0,2842591
0,2704321
0,2439139
0,336722
0,2862816
0,2364799
0,3137352
0,3102098
0,2812453
0,2934294
0,3236813
0,2969228
0,2849824
0,4547808
0,3308451
0,3135637
0,5162807
0,3447925
0,3573349
0,3569573
0,3323788
0,3430949
0,3991806
0,4182593
0,3552731
0,4525301
0,3985686
0,3505814
0,4397909
0,3553067
0,3910319
0,5234467
0,4236
0,4421142
0,4882441
0,450141
0,5105179
0,5431665
0,451826
0,6618513
0,4461893
0,5452497
0,5546011
0,4561968
0,6701384
0,5572274
0,6947982
0,6143368
0,494181
0,4294318
0,4704347
0,6258571
0,4525604
0,5037575
0,4447946
0,3787186
0,5202994
0,5696702
0,6084135
0,4727785
0,473047
0,4770531
0,4116991
0,5444359
0,4894281
0,5875071
0,4674412
0,41611
0,6264668
0,4507606
0,5779367
0,4763637
0,4494074
0,5518991
0,4722804
0,5945929
0,4459817
0,3773713
0,4336585
0,408374
0,5343606
0,462403
0,5270095
0,4272044
0,4218523
0,5171104
0,4782648
0,4881375
0,4955941
0,6004615
0,4800484
0,3966442
0,4540453
0,4202041
0,522666
0,5021626
0,4261904
0,5848753
0,4851176
0,5540858
0,4619685
0,4452777
0,4937296
0,3979518
0,4792834
0,4404245
0,6933087
0,4859501
0,4414918
0,4394482
0,3900758
0,4768567
0,4989792
0,485889
0,4586408
0,4417089
0,5120126
0,4628007
0,5264417
0,5060915
0,4340112
0,5709674
0,468074
0,4621242
0,4828356
0,3632305
0,4845799
0,4078889
0,4806084
0,3955768
0,4510728
0,5263414
0,3924066
0,4039757
0,4131463
0,4970002
0,5535069
0,4709425
0,547561
0,4727907
0,453439
0,6044033
0,4046682
0,5081431
0,3873184
0,6024532
0,5312564
0,3689266
0,4888141
0,4105501
0,4066051
0,447761
0,3485306
0,6007643
0,4528533
0,5053818
0,4922489
0,4089851
0,5581084
0,4127629
0,4715084
0,4520172
0,3782283
0,4983881
0,4368798
0,3744887
0,528744
0,4533813
0,5060253
0,4345247
0,4394959
0,4538004
0,3443044
0,4617889
0,4573414
0,4529803
0,4282019
0,5201583
0,6208349
0,4403565
0,457592
0,4098478
0,3669114
0,5720038
0,4104521
